Question ID,Sentence Position,Answer,QANTA Scores,IR_Wiki Scores,Question Text
6960,1,haruki_murakami,"antigone_(sophocles):0.117900501989, haruki_murakami:0.0896899236551, nadine_gordimer:0.019133315057, hesiod:0.0133746649434, kate_chopin:0.0120124883313, lysistrata:0.0111394507183, franz_kafka:0.0106061019163, julio_cortazar:0.0102995063219, j._m._coetzee:0.00926031346534, sons_and_lovers:0.0079440419117, absalom,_absalom!:0.00777275867604, sophocles:0.00701069527549, horace:0.00659541764312, miguel_de_unamuno:0.00650881979177, salman_rushdie:0.00637728787549, jane_eyre_(character):0.00613777397159, the_rivals:0.00612120173772, the_brothers_karamazov:0.00611524865964, benito_cereno:0.00594487247941, the_plague:0.00546609521989","haruki_murakami:4.18059130896, theseus:2.75582328448, euripides:2.73568079252, my_antonia:2.54464013935, john_updike:2.54464013935, the_brothers_karamazov:2.5079204164, j._d._salinger:2.31679665461, nathaniel_hawthorne:2.03564337902, salman_rushdie:1.947234375, aeschylus:1.94475415126, pandora:1.92522391804, j._m._coetzee:1.91059440312, odysseus:1.89425732914, the_waste_land:1.89092941271, heinrich_heine:1.86504128568, orion_(mythology):1.83342310978, jack_kerouac:1.78602297672, walter_scott:1.75692656329, henry_fielding:1.75211521376, w._somerset_maugham:1.72834676146",attacked by oe for his anti-intellectualism he was also called batakusai or stinking of butter in reference to his americanism. his most recent novel a retelling of the oedipus myth is meant as a successor to his three-volume masterpiece which chronicled toru okada 's search for his wife and cat.
6963,1,love_in_the_time_of_cholera,"howards_end:0.0555900278571, the_grapes_of_wrath:0.0434208461804, love_in_the_time_of_cholera:0.0321983498056, all_quiet_on_the_western_front:0.0210267031266, one_hundred_years_of_solitude:0.015886982085, cat_on_a_hot_tin_roof:0.0139587771207, the_master_builder:0.0103633323062, wuthering_heights:0.0102756943932, the_prince_and_the_pauper:0.00964032670321, doris_lessing:0.00858069300632, the_tin_drum:0.00846893647121, ghosts_(play):0.00815327164819, the_sorrows_of_young_werther:0.00796266092657, their_eyes_were_watching_god:0.00789077277534, the_portrait_of_a_lady:0.00778430464283, the_sound_and_the_fury:0.00774184377954, henrik_ibsen:0.00770837091166, far_from_the_madding_crowd:0.00759836399839, the_bostonians:0.00751325239505, eudora_welty:0.00726096070693","love_in_the_time_of_cholera:6.07990635075, the_portrait_of_a_lady:3.27198359726, one_hundred_years_of_solitude:2.43448958333, the_house_of_the_spirits:2.42934985784, uncle_tom's_cabin:2.3844106885, jane_eyre:2.29647523593, mansfield_park:2.22567845436, vanity_fair_(novel):2.17665966663, middlemarch:2.12623714586, o_pioneers!:2.09758664257, the_count_of_monte_cristo:2.07895436165, madame_bovary:1.8934697299, main_street_(novel):1.86158276096, pride_and_prejudice:1.85995909584, the_importance_of_being_earnest:1.85474773738, native_son:1.82759190353, sinclair_lewis:1.75850684164, far_from_the_madding_crowd:1.73067718835, in_search_of_lost_time:1.7098348304, the_house_of_the_seven_gables:1.69376510054",one of the main characters discovers that her husband is having an affair with barbara lynch and goes off to live with her cousin hildebranda. another main character inherits a riverboat company upon his uncle leo 's death and causes the death of his final love affair amrica vicua.
187200,0,carson_mccullers,"walter_scott:0.268075188463, carson_mccullers:0.0931660960758, john_updike:0.0885367377958, tennessee_williams:0.0702982807511, hermann_hesse:0.0273158114679, henry_fielding:0.0260334989832, haruki_murakami:0.0214048237682, jane_austen:0.0164532965135, william_makepeace_thackeray:0.0149015820347, emma:0.0131508831956, aeschylus:0.0117974474835, robert_penn_warren:0.0105047950324, kate_chopin:0.00962258004662, john_keats:0.00885227551253, flannery_o'connor:0.00724463060758, the_waste_land:0.00672973505486, william_golding:0.0066064364096, thomas_mann:0.00646916615314, virginia_woolf:0.00593334929498, robert_louis_stevenson:0.00587326844642","carson_mccullers:12.4197159277, william_makepeace_thackeray:5.59419852706, vanity_fair_(novel):5.07188169096, george_eliot:4.11237050726, henry_fielding:3.39880012444, gertrude_stein:3.28835304077, a_streetcar_named_desire_(play):2.12735071381, august_strindberg:2.11396491827, pride_and_prejudice:1.83675650408, miss_julie:1.76106506509, the_iceman_cometh:1.75180881258, charles_lamb:1.74425388729, henry_james:1.72864254356, athol_fugard:1.71937969179, derek_walcott:1.66692071497, the_bostonians:1.58108278769, nikolai_gogol:1.55577939176, the_color_purple:1.54344459388, e._m._forster:1.51838135323, alexander_pope:1.45340566843",in one work by this author marvin macy disrupts the relationship between the hunchback lymon and miss amelia.
185153,0,all_quiet_on_the_western_front,"leo_tolstoy:0.0772194921703, rainer_maria_rilke:0.0768233814119, anton_chekhov:0.0418082186236, theodore_dreiser:0.0262000243485, dylan_thomas:0.0176899210712, carlos_fuentes:0.0175115887213, oscar_wilde:0.0163725660288, jean_genet:0.0158011178232, bartleby,_the_scrivener:0.0132348706641, ivan_turgenev:0.0124712534018, nikolai_gogol:0.0120558991972, jane_eyre:0.0106534984842, bernard_malamud:0.00937594980223, carl_sandburg:0.00910278837104, in_search_of_lost_time:0.00901969922242, thomas_hardy:0.00879310594487, the_seagull:0.00822204055158, edna_st._vincent_millay:0.00820745384164, charles_lamb:0.00800580058605, lord_byron:0.0071222094985","a_clockwork_orange:4.75910683446, the_tin_drum:4.20335741953, all_quiet_on_the_western_front:3.77950597787, lolita:3.50481130913, w._somerset_maugham:3.17063706497, pale_fire:3.06949398803, the_metamorphosis:2.79155969313, in_search_of_lost_time:2.72831471615, clifford_odets:2.61684237069, alexander_pushkin:2.6128327222, maxim_gorky:2.60847211453, anton_chekhov:2.58578958728, the_heart_is_a_lonely_hunter:2.53083860637, boris_pasternak:2.42557783871, invisible_man:2.41342572272, war_and_peace:2.40918835062, ralph_ellison:2.39688472347, fathers_and_sons_(novel):2.36052920578, the_count_of_monte_cristo:2.34664027463, thomas_mann:2.28551326147",the protagonist of this novel listens to a man play the violin and then gives two of his potato cakes to some russian prisoners.
6978,0,salman_rushdie,"ernest_hemingway:0.071620941948, mark_twain:0.0481684673731, joseph_conrad:0.0463961860065, walter_scott:0.0458213714904, jack_london:0.0366505300793, haruki_murakami:0.0255172842662, the_red_badge_of_courage:0.0188504439154, pearl_s._buck:0.018243324968, d._h._lawrence:0.015754542946, toni_morrison:0.015728768847, kenzaburo_oe:0.0149360859874, dashiell_hammett:0.0145641355211, ambrose_bierce:0.0134038781873, franz_kafka:0.0124348848132, madame_bovary:0.0117671577575, aldous_huxley:0.01154521097, william_golding:0.0112801189882, emile_zola:0.0101165274288, john_steinbeck:0.010010549969, yasunari_kawabata:0.00870229912443","rudyard_kipling:3.49726288044, agatha_christie:2.88409016683, ernest_hemingway:2.53831838145, mario_vargas_llosa:2.53128570697, jack_kerouac:2.47817024381, edgar_allan_poe:2.3394468536, the_great_gatsby:2.30606315278, stephen_crane:2.26422996302, joseph_conrad:2.23154542972, umberto_eco:2.21892617564, william_makepeace_thackeray:2.19459664735, john_steinbeck:2.17361098956, naguib_mahfouz:2.17211317373, walter_scott:2.08657342675, the_awakening_(chopin_novel):2.06800087522, herman_melville:2.05270385278, robinson_crusoe:2.02798451803, h._g._wells:1.9742622086, lord_byron:1.96361931039, truman_capote:1.93311472091",he turned away from novels for several years publishing east west a book of short stories and his travel narrative in a dangerous nicaragua the jaguar smile.
183656,0,f._scott_fitzgerald,"joseph_conrad:0.113170887602, upton_sinclair:0.0782870087897, thomas_mann:0.026692420821, nikolai_gogol:0.0265136207046, richard_cory:0.0219096605342, john_milton:0.0167827796965, edmund_spenser:0.0166072755252, willa_cather:0.0158619072631, nabokov:0.0152215120332, walter_scott:0.0147221669798, ernest_hemingway:0.0144267732525, sinclair_lewis:0.013088367321, william_faulkner:0.013043057099, william_shakespeare:0.0125314752798, johann_wolfgang_von_goethe:0.0109186389757, robert_louis_stevenson:0.0106838118761, george_eliot:0.00996779247722, john_steinbeck:0.00986501950853, evelyn_waugh:0.00984466480497, nathaniel_hawthorne:0.00872564982726","f._scott_fitzgerald:3.8907387902, willa_cather:3.54599831404, agatha_christie:3.08795253898, salman_rushdie:2.4202600217, h._g._wells:2.36405800681, as_you_like_it:2.34219047297, lewis_carroll:1.97171309939, ivan_turgenev:1.94360134675, aldous_huxley:1.87053523708, endymion_(poem):1.85954846045, henry_james:1.84987129766, truman_capote:1.8286291655, rudyard_kipling:1.80982068497, the_picture_of_dorian_gray:1.80821594512, george_bernard_shaw:1.80775309318, walter_scott:1.77644979607, mario_vargas_llosa:1.76517098603, stephen_crane:1.74797734324, toni_morrison:1.72793064917, jean_racine:1.7260619145",this author 's first novel depicts a man who is rejected by isabelle borg \ e after going to college then falls in love with rosalind connage who forsakes him for a richer man.
6983,0,the_temple_of_the_golden_pavilion,"joseph_conrad:0.0656294598365, mark_twain:0.0590044322933, crime_and_punishment:0.0511186972923, f._scott_fitzgerald:0.0492983763191, simone_de_beauvoir:0.0374019535056, ivan_turgenev:0.0349336942593, invisible_man:0.0282343467303, the_color_purple:0.0264385025431, a_passage_to_india:0.0256732716724, o_pioneers!:0.0229365588483, love_in_the_time_of_cholera:0.021847657127, sarah_orne_jewett:0.0204429548326, louisa_may_alcott:0.0201028049847, queequeg:0.0142282296168, the_temple_of_the_golden_pavilion:0.0119884800051, the_fall_of_the_house_of_usher:0.0101127159772, the_house_of_the_spirits:0.00987373918167, yukio_mishima:0.00968824817815, annabel_lee:0.00956843177068, the_wild_duck:0.0094062012129","the_temple_of_the_golden_pavilion:9.05517860908, billy_budd:3.24485638166, leo_tolstoy:2.88852332734, o_pioneers!:2.85549886941, steppenwolf_(novel):2.82401762133, crime_and_punishment:2.65290294243, chinua_achebe:2.38817043619, candide:2.30072597, nabokov:2.25843362326, david_foster_wallace:2.25843362326, miguel_de_unamuno:2.22534165112, sylvia_plath:2.2147353057, w._somerset_maugham:2.18023382719, the_idiot:2.16814461616, naguib_mahfouz:2.11394165824, stephen_vincent_benet:2.09237497815, kate_chopin:2.09237497815, silas_marner:1.95407249475, light_in_august:1.90567443571, beowulf:1.87301499147",at two points in this novel the riddle nansen kills a kitten is discussed in relation to the moral quality of the protagonist.
109385,0,on_the_road,"haruki_murakami:0.771028051612, the_metamorphosis:0.0128934673402, death_in_venice:0.00963278193979, an_american_tragedy:0.00952126690255, the_trial:0.00865271032803, edith_wharton:0.00677622093501, zora_neale_hurston:0.00660441538444, the_sorrows_of_young_werther:0.00659733583905, the_house_of_mirth:0.0053442958026, holden_caulfield:0.00441190600687, thomas_mann:0.0041731464998, the_plague:0.00367214981462, jude_the_obscure:0.00333787526232, sons_and_lovers:0.00327862440581, the_house_of_the_seven_gables:0.00318938984857, the_brothers_karamazov:0.00288409211536, volpone:0.00273679893762, their_eyes_were_watching_god:0.0026531202441, the_age_of_innocence:0.00261831667623, things_fall_apart:0.00259445193437","haruki_murakami:9.73954517443, macbeth_(character):4.73461937821, jun'ichiro_tanizaki:3.05094301998, anna_karenina:3.05094301998, the_frogs:2.88290646164, miguel_angel_asturias:2.88290646164, lolita:2.8239279754, war_and_peace:2.41568479521, john_steinbeck:2.39582007059, ethan_frome:2.11983851545, milan_kundera:2.11974680687, ray_bradbury:2.03243844636, sons_and_lovers:1.93507831356, things_fall_apart:1.72732621499, the_hollow_men:1.71991272948, all_quiet_on_the_western_front:1.70259711056, james_fenimore_cooper:1.64558466541, the_sun_also_rises:1.56897430277, death_in_venice:1.52508998497, vanity_fair_(novel):1.49247210384",the protagonist of haruki_murakamis sputnik sweetheart sumire claims that this is her favorite book.
109385,1,on_the_road,"all_my_sons:0.029304725841, death_in_venice:0.0155438439917, the_trial:0.0105791743445, volpone:0.00937047516497, the_ambassadors:0.00898048977187, the_awakening_(chopin_novel):0.00892713617484, death_of_a_salesman:0.00871048337584, shirley_jackson:0.00863285194654, all_quiet_on_the_western_front:0.00850587883707, david_copperfield_(character):0.0079603406205, haruki_murakami:0.00755743660489, emma:0.00753027233658, ralph_ellison:0.00736336369548, holden_caulfield:0.00719688702027, benito_cereno:0.00688904114867, the_iceman_cometh:0.00677866003743, the_portrait_of_a_lady:0.00646472114852, nadine_gordimer:0.00640271722492, a._e._housman:0.00639711832764, clifford_odets:0.00633678421099","on_the_road:5.13687189615, haruki_murakami:4.94479537689, ivan_turgenev:3.07283216521, j._d._salinger:2.90238165979, brave_new_world:2.67366210886, jun'ichiro_tanizaki:2.62331303011, anna_karenina:2.62331303011, allen_ginsberg:2.41585234043, invisible_man:2.22833405673, franz_kafka:2.21727021412, all_my_sons:2.0804158809, war_and_peace:2.07420256522, willa_cather:2.06201855286, lolita:1.9349650136, a_clockwork_orange:1.9259901036, crime_and_punishment:1.87337014121, adventures_of_huckleberry_finn:1.78298298831, ray_bradbury:1.66475365226, the_heart_is_a_lonely_hunter:1.61972915782, ernest_hemingway:1.61537711762",the protagonist of haruki_murakamis sputnik sweetheart sumire claims that this is her favorite book. one character moves in with terri after abandoning the shack he shared with lee ann and remi having earlier left his best friend in the company of carlo marx !!.
180023,0,a_portrait_of_the_artist_as_a_young_man,"sarah_orne_jewett:0.414210456419, edward_albee:0.1111036945, death_of_a_salesman:0.0516865411704, brave_new_world:0.0347996219144, mourning_becomes_electra:0.0306053116555, eugene_o'neill:0.0167593136888, samuel_beckett:0.0163706525074, the_glass_bead_game:0.0162172702293, three_sisters_(play):0.0122480786971, lady_windermere's_fan:0.0107786597179, lord_of_the_flies:0.0100096834784, chinua_achebe:0.00929951412465, samuel_butler_(novelist):0.00652407042835, the_cherry_orchard:0.00608654738579, the_wild_duck:0.00530962346658, the_iceman_cometh:0.00504109796308, the_catcher_in_the_rye:0.00481205594178, the_lottery:0.00441312453291, crime_and_punishment:0.00433891256211, jean_racine:0.0041706054728","the_bald_soprano:3.28947452915, sarah_orne_jewett:3.10335051716, thornton_wilder:3.08025739469, the_frogs:2.99321638552, miguel_angel_asturias:2.99321638552, a_doll's_house:2.81798596057, tennessee_williams:2.78098653892, gao_xingjian:2.5493754372, a_streetcar_named_desire_(play):2.45082724712, august_strindberg:2.43204453451, anton_chekhov:2.4055074039, she_stoops_to_conquer:2.3861598294, george_bernard_shaw:2.31791697248, h._g._wells:2.31694254006, friedrich_schiller:2.28374408483, harold_pinter:2.27208021277, samuel_beckett:2.2701421298, wole_soyinka:2.1571391507, all_quiet_on_the_western_front:2.12888812213, john_dryden:2.10965838128",in this work a character chats with heron and wallis before he plays a teacher in a school play.
180023,1,a_portrait_of_the_artist_as_a_young_man,"sarah_orne_jewett:0.0480373052715, eugene_o'neill:0.0437604586018, lord_of_the_flies:0.0380091961699, mourning_becomes_electra:0.0188990531596, invisible_man:0.0162976294442, lady_windermere's_fan:0.0147272667743, benito_cereno:0.013248451484, edward_albee:0.0121586763464, far_from_the_madding_crowd:0.0112536276143, the_cherry_orchard:0.0105227255355, sophocles:0.0102470653489, hermann_hesse:0.00956631094131, gotthold_ephraim_lessing:0.0092553317239, madame_bovary:0.009183502327, emma:0.00913515421168, pride_and_prejudice:0.00900401917265, the_bald_soprano:0.00899016976368, the_glass_bead_game:0.00895458187518, the_wild_duck:0.00815123481212, thomas_hardy:0.00804849410058","h._g._wells:2.8780018176, anton_chekhov:2.4979083448, jude_the_obscure:2.3949182165, three_sisters_(play):2.23137644799, jane_austen:2.1507383369, jane_eyre_(character):2.14626110618, langston_hughes:2.11603605766, the_duchess_of_malfi:2.10981617329, harold_pinter:2.05579921906, july's_people:2.03396953957, the_catcher_in_the_rye:2.0287758318, the_glass_menagerie:2.02078552799, the_bald_soprano:1.92858937381, samuel_johnson:1.92568540502, d._h._lawrence:1.92380437088, zora_neale_hurston:1.91547752902, kidnapped_(novel):1.87841326286, one_hundred_years_of_solitude:1.87220898317, main_street_(novel):1.8555476011, mansfield_park:1.84972270332",in this work a character chats with heron and wallis before he plays a teacher in a school play. its title character speaks with cranly and is obsessed with emma though they barely speak.
162811,0,the_comedy_of_errors,"william_shakespeare:0.101175580057, native_son:0.0625526220965, the_comedy_of_errors:0.0366144885848, falstaff:0.0248995786403, thornton_wilder:0.0197607173441, the_glass_bead_game:0.0190387457888, silas_marner:0.0176604124497, jean_racine:0.0146485930642, titus_andronicus:0.0141537669127, ben_jonson:0.0121896264713, long_day's_journey_into_night:0.011679850617, odysseus:0.0112690967126, hedda_gabler:0.0111613549042, edward_albee:0.00955628532876, lysistrata:0.00952232237972, phillis_wheatley:0.00949069369234, far_from_the_madding_crowd:0.00881248272459, the_lottery:0.00858399354197, to_the_lighthouse:0.0085509173905, endymion_(poem):0.00840813602444","the_comedy_of_errors:5.90863819207, william_shakespeare:3.09442060401, artemis:2.90809796256, a_room_with_a_view:2.81647760854, madame_bovary:2.57380340408, invisible_man:2.52850042516, twelfth_night:2.52154306953, samuel_taylor_coleridge:2.29767406752, odysseus:2.2831588891, rip_van_winkle:1.99919619893, gunter_grass:1.99919619893, stephen_crane:1.97588764188, the_trial:1.97412881921, geoffrey_chaucer:1.89909453393, herman_melville:1.88524260756, the_importance_of_being_earnest:1.7488868147, the_temple_of_the_golden_pavilion:1.738824813, henrik_ibsen:1.6643728679, falstaff:1.6643728679, thomas_mann:1.66242546241",in the first scene of this work a merchant is given until nightfall to pay his fine for trespassing and avoid being put to death in unfriendly ephesus.
136018,0,antigone_(sophocles),"dante_alighieri:0.273066899927, kenzaburo_oe:0.087031868694, william_blake:0.0436140656118, mario_vargas_llosa:0.0349734764254, gao_xingjian:0.0314437560931, william_carlos_williams:0.0299553284866, ghosts_(play):0.0223347021458, howl:0.0209774709847, sister_carrie:0.0197873086033, the_crying_of_lot_49:0.0190998672884, their_eyes_were_watching_god:0.0171462010378, maxim_gorky:0.0162647918457, the_sorrows_of_young_werther:0.0162049550627, edwin_arlington_robinson:0.0148830378196, allen_ginsberg:0.0144022326775, graham_greene:0.0127100344482, brave_new_world:0.0117778217862, giovanni_boccaccio:0.0116384420327, war_and_peace:0.0109313720978, eugene_ionesco:0.0090008400156","fathers_and_sons_(novel):3.75971848192, william_blake:3.06501054224, paradise_lost:2.99172581888, ode_to_a_nightingale:2.96101983625, epic_of_gilgamesh:2.42970353416, dante_alighieri:2.37691839469, four_quartets:2.34176142975, philip_roth:2.15657016499, the_plague:2.13902656568, eudora_welty:2.0522486533, elegy_written_in_a_country_churchyard:2.05155737978, apollo:1.9808312429, the_decameron:1.87036863762, crime_and_punishment:1.71304357976, franz_kafka:1.71212768873, vanity_fair_(novel):1.66039642475, wole_soyinka:1.58345725863, steppenwolf_(novel):1.57208931241, chinua_achebe:1.50057041301, kubla_khan:1.49559487607",its theme is the conflict between human and divine law.
136018,1,antigone_(sophocles),"ghosts_(play):0.0374268851009, giovanni_boccaccio:0.0355366172439, odysseus:0.0236908172118, sophocles:0.0235227137067, shylock:0.0220256691803, long_day's_journey_into_night:0.0195901089893, ethan_frome:0.0176621741273, hesiod:0.0169577805647, who's_afraid_of_virginia_woolf?:0.0169011293338, major_barbara:0.0156782218536, the_sorrows_of_young_werther:0.0146147812144, jude_the_obscure:0.0138679296668, cymbeline:0.0124866603182, jean_genet:0.0123835927007, medusa:0.0112350814578, loki:0.010932186567, spoon_river_anthology:0.0103112264113, antigone_(sophocles):0.0102610226676, theseus:0.0100447452941, charles_lamb:0.00977371716731","antigone_(sophocles):7.19808991813, william_blake:3.38378676347, aeschylus:3.35446291429, sophocles:2.84926826447, isis:2.58682769214, fathers_and_sons_(novel):2.33433804915, stephen_crane:2.25064778487, adventures_of_huckleberry_finn:2.21532236343, things_fall_apart:2.14143876068, beowulf:2.12408337746, robinson_crusoe:2.07438743728, jane_eyre:2.06408439116, theseus:2.04152506358, the_tempest:2.00567536941, the_handmaid's_tale:1.96451870673, artemis:1.93329131884, d._h._lawrence:1.90886282924, a_tale_of_two_cities:1.9019873732, the_merchant_of_venice:1.86678505405, henry_james:1.84174512589",its theme is the conflict between human and divine law. a woman must choose whether to give the corpse of her traitor brother proper burial or to obey the edict that his body must be exposed to the birds and dogs.
101204,1,evelyn_waugh,"carlos_fuentes:0.0308603749723, sinclair_lewis:0.0256305450524, the_prince_and_the_pauper:0.0249167194958, evelyn_waugh:0.0200533676441, hermann_hesse:0.0194204200104, aldous_huxley:0.016673556775, george_eliot:0.0162313224362, robert_penn_warren:0.0158061424189, john_keats:0.0122822846673, the_last_of_the_mohicans:0.0120230080083, mark_twain:0.0113765620502, william_makepeace_thackeray:0.0102748426362, tennessee_williams:0.0085902918154, william_carlos_williams:0.00833532914502, bernard_malamud:0.00828612004833, james_fenimore_cooper:0.00816120960287, athol_fugard:0.00810539779249, kate_chopin:0.0074521192489, william_faulkner:0.00744243108937, thomas_hardy:0.00743800657756","evelyn_waugh:4.19030575727, light_in_august:2.96406777136, a_connecticut_yankee_in_king_arthur's_court:2.53479188508, the_bostonians:2.5164987671, alexander_pushkin:2.351767215, thomas_pynchon:2.33001662545, sinclair_lewis:2.25822505966, cat_on_a_hot_tin_roof:2.2572860235, pride_and_prejudice:2.22631389784, joseph_conrad:2.19851301152, henry_james:2.15905164013, the_house_of_the_spirits:2.09226974957, lolita:2.09096630137, carlos_fuentes:2.06225237219, the_seagull:1.87679489207, george_bernard_shaw:1.80860034562, jean_racine:1.77806124514, william_dean_howells:1.75760793851, walter_scott:1.72511703569, j._m._coetzee:1.69455929895",one of this author 's works set on the fictional island of azania sees the organization of a birth control gala by basil seal who is attempting to modernize the country of emperor seth. another work features the american evangelist mrs. ape and adam fenwick-symes who repeatedly attempts and fails to marry nina blount.
7011,0,yasunari_kawabata,"thomas_hardy:0.152894531037, nathaniel_hawthorne:0.0720299249198, henrik_ibsen:0.0651270465913, franz_kafka:0.0375809210131, august_strindberg:0.0283947558182, george_eliot:0.0223508706158, la_belle_dame_sans_merci:0.0211484950566, eugene_o'neill:0.0207562537028, thornton_wilder:0.0124738231568, sophocles:0.01074968785, heinrich_heine:0.0106532321144, ghosts_(play):0.010634308818, far_from_the_madding_crowd:0.00917225614272, a._e._housman:0.00860192911957, their_eyes_were_watching_god:0.00740764400159, orlando_furioso:0.00727000374044, salman_rushdie:0.00723557018222, willa_cather:0.00710831599959, stephen_crane:0.00703185800116, harold_pinter:0.00696829063495","the_sound_and_the_fury:4.09599096867, the_tale_of_genji:3.42026048824, a_tale_of_two_cities:3.13846993801, uncle_tom's_cabin:2.95078129938, main_street_(novel):2.86821871091, arthur_rimbaud:2.84510876036, thomas_mann:2.81387122553, thomas_hardy:2.59871236872, william_golding:2.51352409009, toni_morrison:2.47711659257, stephen_crane:2.37719931529, eudora_welty:2.1856670954, anton_chekhov:2.17934979192, gerard_manley_hopkins:2.11579229434, the_cherry_orchard:2.09242702296, bret_harte:2.0750359457, walt_whitman:2.03539511604, paradise_lost:1.95665970839, vanity_fair_(novel):1.91488164127, death_of_a_salesman:1.91385893625",this author 's characters include a fired teacher whose obsession with blue eyes stems from his father 's drowning death.
7011,1,yasunari_kawabata,"thomas_hardy:0.0401804045802, henrik_ibsen:0.0397411473404, august_strindberg:0.0275408114318, franz_kafka:0.0273963004303, nathaniel_hawthorne:0.0154287521497, samuel_taylor_coleridge:0.0132930129449, orlando_furioso:0.0127907829646, la_belle_dame_sans_merci:0.0120660931903, ghosts_(play):0.0116391743807, the_catcher_in_the_rye:0.0112735999665, the_heart_is_a_lonely_hunter:0.0111851499237, thornton_wilder:0.0104566230724, sophocles:0.010188115303, stephen_crane:0.00813623942793, heinrich_heine:0.0080383044257, george_eliot:0.00786017973592, a._e._housman:0.00770198536813, sons_and_lovers:0.0074938711785, william_faulkner:0.00731332269127, emma:0.00705836498353","thomas_mann:3.86956868153, the_tale_of_genji:3.1521445268, august_strindberg:3.02414870725, the_sound_and_the_fury:2.96124853536, thomas_hardy:2.66713618948, stephen_crane:2.66616845426, hermann_hesse:2.47976688026, one_hundred_years_of_solitude:2.44906604618, madame_bovary:2.33795979161, a_tale_of_two_cities:2.22901865586, uncle_tom's_cabin:2.14087176165, george_eliot:2.12765690845, main_street_(novel):2.06839666215, walter_scott:2.00948902373, their_eyes_were_watching_god:2.00649549763, walt_whitman:2.00318291383, the_glass_bead_game:1.7689548797, the_seagull:1.71533506559, pride_and_prejudice:1.70887004484, the_charterhouse_of_parma:1.68151408339",this author 's characters include a fired teacher whose obsession with blue eyes stems from his father 's drowning death. that character gimpei seduces hisako in his magic realist novel the lake.
7011,2,yasunari_kawabata,"thomas_hardy:0.0556514405447, nathaniel_hawthorne:0.0234163421069, henrik_ibsen:0.0222188244577, yasunari_kawabata:0.0168610991537, august_strindberg:0.0157125176604, the_bostonians:0.0120414164594, harold_pinter:0.011734305885, william_faulkner:0.0110826948031, ghosts_(play):0.0106140620144, la_belle_dame_sans_merci:0.010189290247, anna_karenina:0.00968152629346, the_heart_is_a_lonely_hunter:0.00933747765463, orlando_furioso:0.00837524871345, sons_and_lovers:0.00790516465854, snow_country:0.00731040062774, vanity_fair_(novel):0.00672326238136, a._e._housman:0.00653529188973, heinrich_heine:0.00643270817857, the_idiot:0.00604067101554, macbeth_(character):0.00593124386334","the_tale_of_genji:5.48279640492, yasunari_kawabata:3.4079220439, thomas_mann:3.3844027095, august_strindberg:2.96394241124, stephen_crane:2.74370612495, thomas_hardy:2.73749164978, the_sound_and_the_fury:2.68171375143, a_tale_of_two_cities:2.36765828741, walter_scott:2.13383523832, hermann_hesse:2.08527285667, madame_bovary:1.97798298971, one_hundred_years_of_solitude:1.91036787587, uncle_tom's_cabin:1.86796616537, vanity_fair_(novel):1.86576416724, mario_vargas_llosa:1.85629135765, george_eliot:1.84211840071, henry_james:1.78977073958, lolita:1.71194632063, their_eyes_were_watching_god:1.68228747877, f._scott_fitzgerald:1.65173013826",this author 's characters include a fired teacher whose obsession with blue eyes stems from his father 's drowning death. that character gimpei seduces hisako in his magic realist novel the lake. chikako 's birthmark is the life-vision of kikuji in his novel based on the_tale_of_genji.
4969,0,henry_wadsworth_longfellow,"robert_browning:0.0525149900809, federico_garcia_lorca:0.0408166644151, henry_wadsworth_longfellow:0.0395646785999, ode_to_a_nightingale:0.0367022776066, leo_tolstoy:0.034244520066, john_keats:0.0297268884136, isis:0.0221433987494, samuel_johnson:0.0199264717728, geoffrey_chaucer:0.0183209706224, the_importance_of_being_earnest:0.0180347344014, hard_times:0.017947324764, william_shakespeare:0.0163057193323, a_shropshire_lad:0.0128660263757, horace:0.012806506086, ode_on_a_grecian_urn:0.0115095095222, things_fall_apart:0.0112417538256, petrarch:0.0107821679491, a_hero_of_our_time:0.010268022424, the_spanish_tragedy:0.0100453382561, william_blake:0.00962435089367","the_fall_of_the_house_of_usher:3.40245684048, johann_wolfgang_von_goethe:3.39824874244, pierre_corneille:3.39101897409, rabindranath_tagore:3.36659259543, endymion_(poem):3.30041182856, edgar_allan_poe:3.25208317792, artemis:3.23183517102, dylan_thomas:3.14114314809, invisible_man:2.90576658297, clifford_odets:2.6397569959, miguel_de_cervantes:2.63375336926, midas:2.49474396704, henry_wadsworth_longfellow:2.46055271355, wole_soyinka:2.37116750991, alfred,_lord_tennyson:2.36011900527, a_shropshire_lad:2.30631592586, william_shakespeare:2.25784266844, thomas_hardy:2.17203506494, sylvia_plath:2.16618317638, theseus:2.16335632104",he penned a dramatic poem about a sick knight who can only be cured by a maiden sacrificing her life for him the golden_legend.
