Question ID,Sentence Position,Answer,QANTA Scores
108783,3,dream_of_the_red_chamber,"dream_of_the_red_chamber:0.2254227247, petrarch:0.0213587095212, all_my_sons:0.0178224665794, the_brothers_karamazov:0.0172411286843, the_life_and_opinions_of_tristram_shandy,_gentleman:0.0166785006423, the_turn_of_the_screw:0.0155182874809, the_jungle:0.0152439238804, gao_xingjian:0.0143470659337, the_duchess_of_malfi:0.0129850356201, samuel_butler_(novelist):0.0118663382115, henry_david_thoreau:0.0113432033903, robinson_crusoe:0.0107171594681, a_raisin_in_the_sun:0.0104471888959, a_doll's_house:0.00994318255797, the_master_and_margarita:0.00859355463945, the_overcoat:0.00848219064009, midnight's_children:0.00828381658329, benito_cereno:0.00811817804644, love_in_the_time_of_cholera:0.00781942433305, snow_country:0.00778870138097"
108783,4,dream_of_the_red_chamber,"dream_of_the_red_chamber:0.356146514434, petrarch:0.0201075131514, gao_xingjian:0.0152276000428, the_life_and_opinions_of_tristram_shandy,_gentleman:0.0143012441467, the_brothers_karamazov:0.0133792492279, henry_david_thoreau:0.0110592319345, all_my_sons:0.0106819253594, the_turn_of_the_screw:0.00961756538295, samuel_butler_(novelist):0.00927785608758, the_master_and_margarita:0.00909372294797, the_jungle:0.00870294214828, a_doll's_house:0.00861962310685, benito_cereno:0.00850825614682, the_duchess_of_malfi:0.0083214877764, snow_country:0.00757465334023, sarah_orne_jewett:0.00729097807647, love_in_the_time_of_cholera:0.00677229745876, the_overcoat:0.00639666928393, athol_fugard:0.00557975456973, war_and_peace:0.00547328769742"
4819,1,the_bostonians,"the_bostonians:0.0542067855714, the_ambassadors:0.0195706508086, the_turn_of_the_screw:0.01325633961, the_tale_of_genji:0.0119406758287, ethan_frome:0.00959293691112, o_pioneers!:0.00919633989564, emma:0.00905939082928, the_picture_of_dorian_gray:0.00808242540538, the_bald_soprano:0.00800356872942, the_portrait_of_a_lady:0.00753308780083, a_good_man_is_hard_to_find_(short_story):0.00751391075959, e._m._forster:0.00735819191787, sophocles:0.0071689401703, gustave_flaubert:0.00709875307436, the_awakening_(chopin_novel):0.00666691301604, the_last_of_the_mohicans:0.00661155850141, sons_and_lovers:0.00622375294521, major_barbara:0.00617118579365, a_doll's_house:0.00614349423573, geoffrey_chaucer:0.00603201368194"
4819,2,the_bostonians,"the_bostonians:0.246476604412, the_turn_of_the_screw:0.0355122146991, henry_james:0.0276599619791, the_ambassadors:0.0202683145431, the_portrait_of_a_lady:0.014573179146, e._m._forster:0.00956071482488, ethan_frome:0.00713291911538, emma:0.00691559088414, gustave_flaubert:0.00678805094042, the_picture_of_dorian_gray:0.00668226067391, the_awakening_(chopin_novel):0.0064799602005, invisible_man:0.00639171622915, a_good_man_is_hard_to_find_(short_story):0.00602765251935, the_bald_soprano:0.00544548019208, titus_andronicus:0.00522290946477, thanatopsis:0.0052151341415, tennessee_williams:0.00506451125172, cat_on_a_hot_tin_roof:0.00497500423783, the_jungle:0.00497380248567, howards_end:0.00493766150006"
6388,1,henry_fielding,"henry_fielding:0.687778220196, william_golding:0.012324999023, sigrid_undset:0.00988630325407, yasunari_kawabata:0.00819635379668, friedrich_schiller:0.00756952709794, arthur_miller:0.00669368487317, christopher_marlowe:0.00641026412137, katherine_anne_porter:0.00436886366602, robert_louis_stevenson:0.00430821706407, virginia_woolf:0.00430292581828, john_milton:0.00426467742341, samuel_richardson:0.00390679973941, mario_vargas_llosa:0.00385479428893, jane_austen:0.00369258778504, the_seagull:0.00364573086056, graham_greene:0.00360312118455, jean_genet:0.00329693387897, haruki_murakami:0.00324464721653, henry_miller:0.0032303755175, mark_twain:0.00304171533067"
6388,2,henry_fielding,"henry_fielding:0.872078598796, samuel_richardson:0.0231244203648, jane_austen:0.0112879564333, jane_eyre:0.00515601068211, sigrid_undset:0.00366873922329, robert_louis_stevenson:0.00358499900391, christopher_marlowe:0.00230714944441, emma:0.00184313904692, mansfield_park:0.00146588558039, tennessee_williams:0.00138321237264, henry_james:0.00129148059758, the_merry_wives_of_windsor:0.00127695112622, the_sorrows_of_young_werther:0.00110841014268, mario_vargas_llosa:0.0010973394298, aeneas:0.00109704745623, margaret_atwood:0.00103751027938, william_golding:0.00100517808188, samuel_johnson:0.000990912076934, dylan_thomas:0.000976125756445, haruki_murakami:0.000970668149889"
6388,3,henry_fielding,"henry_fielding:0.890819979964, samuel_richardson:0.013981252757, jane_eyre:0.00584354885694, jane_austen:0.00562380828403, robert_louis_stevenson:0.00361321885265, sigrid_undset:0.00299085809438, emma:0.00205368396843, tennessee_williams:0.00170964130086, light_in_august:0.00158715442731, the_merry_wives_of_windsor:0.00146180796327, the_seagull:0.00119338895921, dylan_thomas:0.00117266299428, henry_james:0.00106830714181, mario_vargas_llosa:0.00106822471647, henry_miller:0.00105249712051, the_sorrows_of_young_werther:0.00104743546187, christopher_marlowe:0.001037544032, margaret_atwood:0.00095579050492, athol_fugard:0.000946209079505, mansfield_park:0.000922922419196"
6388,4,henry_fielding,"henry_fielding:0.896735839667, samuel_richardson:0.00876951219089, jane_eyre:0.00557489919471, jane_austen:0.00542835059211, robert_louis_stevenson:0.00303891519889, sigrid_undset:0.0025000914889, tennessee_williams:0.00240066182385, emma:0.00167895614858, henry_miller:0.00145834323372, light_in_august:0.00141889124787, friedrich_schiller:0.00118603094856, dylan_thomas:0.0011814355968, mario_vargas_llosa:0.00114113510085, christopher_marlowe:0.00112904002998, samuel_johnson:0.00112635748108, the_merry_wives_of_windsor:0.00107586246461, the_sorrows_of_young_werther:0.00104146257946, the_seagull:0.0010391596767, henry_james:0.00103176348609, john_milton:0.000916264493434"
6389,1,death_in_venice,"death_in_venice:0.546874035879, candide:0.0166642432063, jude_the_obscure:0.015275678476, the_magic_mountain:0.0132071253674, a_passage_to_india:0.0113805404224, the_mayor_of_casterbridge:0.0100893824958, far_from_the_madding_crowd:0.00896049848611, henrik_ibsen:0.00832720996066, the_great_gatsby:0.00801080190703, ivan_turgenev:0.0077877456463, elegy_written_in_a_country_churchyard:0.00761616302884, the_plague:0.00742463932912, erewhon:0.00742139585879, thomas_mann:0.00718046076906, john_updike:0.00570768565943, the_house_of_mirth:0.00555895407535, ethan_frome:0.00450858848469, the_glass_bead_game:0.00420677105006, allen_ginsberg:0.00411229190753, leaves_of_grass:0.00411112810889"
6389,2,death_in_venice,"death_in_venice:0.670020127038, candide:0.0171141727071, the_magic_mountain:0.0138916428681, ivan_turgenev:0.0133307644848, a_passage_to_india:0.00955374392424, jude_the_obscure:0.00926134550791, the_great_gatsby:0.00881971340956, the_plague:0.00703728426835, the_mayor_of_casterbridge:0.0065924358156, the_house_of_mirth:0.00514808099087, a_room_with_a_view:0.00493238213955, ethan_frome:0.00428200228963, far_from_the_madding_crowd:0.00413106942572, erewhon:0.00389582803462, a_hero_of_our_time:0.00367236414287, leaves_of_grass:0.00318410244346, john_updike:0.00309899844446, treasure_island:0.00308363326796, sophocles:0.00299225905432, robinson_crusoe:0.00287550004237"
6389,3,death_in_venice,"death_in_venice:0.803892819049, the_magic_mountain:0.0118276631613, candide:0.00946863884226, ivan_turgenev:0.00695518761595, the_plague:0.00553092669846, a_passage_to_india:0.00420038455706, thomas_mann:0.00390612221439, the_house_of_mirth:0.00384245092617, the_great_gatsby:0.00350754967192, jude_the_obscure:0.00327581633509, the_mayor_of_casterbridge:0.00313892001375, erewhon:0.0023489715111, john_updike:0.0022630528109, ethan_frome:0.00224548330016, a_hero_of_our_time:0.00209662547799, robinson_crusoe:0.00196831281015, ozymandias:0.00195307237779, leaves_of_grass:0.00187809015453, a_room_with_a_view:0.00160718934547, lord_byron:0.00154666767235"
139514,2,john_updike,"john_updike:0.171539359925, robert_penn_warren:0.0265419629491, the_seagull:0.0245835082447, a._e._housman:0.0131571515611, virginia_woolf:0.0103539361646, sigrid_undset:0.00981111945931, eugene_o'neill:0.00887153644213, la_belle_dame_sans_merci:0.00836138222127, john_milton:0.00817618939215, gotthold_ephraim_lessing:0.00756318548419, o_pioneers!:0.00727740060868, nikolai_gogol:0.00689171683654, clifford_odets:0.00685467341298, phillis_wheatley:0.00655598008554, arthur_rimbaud:0.00649951373883, native_son:0.00640677381589, gustave_flaubert:0.00639491518427, absalom,_absalom!:0.00631488246427, duino_elegies:0.00614312701219, leaves_of_grass:0.00608516832318"
102651,0,things_fall_apart,"things_fall_apart:0.701112976077, the_brothers_karamazov:0.0537765217149, snow_country:0.0136874934387, rainer_maria_rilke:0.010287346591, paradise_lost:0.00993627905727, the_rivals:0.00810704713688, kate_chopin:0.00793691500971, hard_times:0.00771018053358, the_glass_bead_game:0.0057162824614, endymion_(poem):0.0051598892441, john_keats:0.00495321978856, poseidon:0.00448317804719, elizabeth_barrett_browning:0.00378787070913, robinson_crusoe:0.00370986742728, yukio_mishima:0.00365787831737, the_jungle:0.00323573086047, artemis:0.00311555867404, three_sisters_(play):0.00273565197106, isis:0.0025584418563, henrik_ibsen:0.00248376772768"
102651,1,things_fall_apart,"things_fall_apart:0.614370260039, the_brothers_karamazov:0.050581129556, kate_chopin:0.0131747959434, rainer_maria_rilke:0.0100799237561, robinson_crusoe:0.00982402919434, john_keats:0.0096274407589, the_catcher_in_the_rye:0.00936729727833, paradise_lost:0.00928493076383, the_glass_bead_game:0.00751558187562, hard_times:0.00736050414285, poseidon:0.00714187530652, theodore_dreiser:0.00603616117103, yukio_mishima:0.00594570390864, artemis:0.00577519425755, pablo_neruda:0.00548509306952, endymion_(poem):0.00502610312773, edwin_arlington_robinson:0.00487808586637, snow_country:0.00477181480567, elizabeth_barrett_browning:0.00459833031078, theseus:0.00437729976406"
102651,2,things_fall_apart,"things_fall_apart:0.455041887396, the_catcher_in_the_rye:0.0133354918813, the_brothers_karamazov:0.0121236175767, kate_chopin:0.0111518150618, robinson_crusoe:0.0103012797927, crime_and_punishment:0.0103003521374, john_keats:0.00787588990689, paradise_lost:0.00780659972012, edwin_arlington_robinson:0.00770568156965, rainer_maria_rilke:0.00727800595189, pablo_neruda:0.00716796161404, artemis:0.0071588955339, elizabeth_barrett_browning:0.00664590391077, hard_times:0.00635647696618, henrik_ibsen:0.00618901927453, yukio_mishima:0.0059151710244, all_my_sons:0.00547424540413, poseidon:0.00530080515243, in_search_of_lost_time:0.00521426298129, hermann_hesse:0.00511595359972"
102651,3,things_fall_apart,"things_fall_apart:0.554266094689, robinson_crusoe:0.0101010133309, kate_chopin:0.0083767216062, the_brothers_karamazov:0.00780856076003, erewhon:0.0067163915108, edwin_arlington_robinson:0.00666665824895, all_my_sons:0.00626214251969, henrik_ibsen:0.00602575208285, the_catcher_in_the_rye:0.00599311077863, sophocles:0.0057970857326, the_great_gatsby:0.0054984457889, hard_times:0.00538647121589, to_the_lighthouse:0.00442928961846, ernest_hemingway:0.00413037974305, yasunari_kawabata:0.00412605136852, volpone:0.0039906717489, pablo_neruda:0.00388278685584, artemis:0.00387880673908, the_plague:0.00378608054343, in_search_of_lost_time:0.0037224256242"
102651,4,things_fall_apart,"things_fall_apart:0.657330731588, robinson_crusoe:0.0190686782918, erewhon:0.00995720408337, hard_times:0.00491565748677, the_brothers_karamazov:0.00416015290218, the_great_gatsby:0.00413403342632, henrik_ibsen:0.00412191441449, edwin_arlington_robinson:0.00395264286516, sophocles:0.00358867517504, the_glass_bead_game:0.0035743573883, kate_chopin:0.00350010429398, artemis:0.0031490833994, catch_22:0.00280385033687, volpone:0.00277966404194, madame_bovary:0.00274553958598, to_the_lighthouse:0.00271747940776, theodore_dreiser:0.00265637996164, the_catcher_in_the_rye:0.00256302876815, the_jungle:0.00252622037526, yasunari_kawabata:0.00247112233935"
102651,5,things_fall_apart,"things_fall_apart:0.721075386986, robinson_crusoe:0.00982310173538, erewhon:0.00612395274101, henrik_ibsen:0.00423704826506, hard_times:0.00389344291178, sophocles:0.00325375626883, edwin_arlington_robinson:0.0032359669877, theodore_dreiser:0.00308662918317, heart_of_darkness:0.00281208712352, catch_22:0.00267551717748, kate_chopin:0.00263031444142, the_brothers_karamazov:0.00239951610904, the_glass_bead_game:0.0023324101826, the_jungle:0.00227847972522, who's_afraid_of_virginia_woolf?:0.00200411736549, zora_neale_hurston:0.00199167996546, to_the_lighthouse:0.00199167012886, volpone:0.00195446937472, in_search_of_lost_time:0.00189799902899, the_great_gatsby:0.00188805481152"
6397,0,milan_kundera,"milan_kundera:0.147195585025, ambrose_bierce:0.0270079502439, maxim_gorky:0.0255842628199, richard_wright_(author):0.0242674807936, john_updike:0.019650279432, clifford_odets:0.0187701664827, petrarch:0.0167964321259, all_my_sons:0.013217973831, daedalus:0.0115472492472, a_connecticut_yankee_in_king_arthur's_court:0.0105709484226, the_spanish_tragedy:0.0105362110168, the_magic_mountain:0.0104314906756, arthur_rimbaud:0.010328387197, simone_de_beauvoir:0.00975562728985, robinson_crusoe:0.00904099585814, medea:0.00857988467988, mario_vargas_llosa:0.00822807027072, death_in_venice:0.00814485034425, the_plague:0.00813778569417, wilfred_owen:0.0071840225358"
6397,1,milan_kundera,"milan_kundera:0.772037155074, maxim_gorky:0.00828205727954, clifford_odets:0.00752170325816, cormac_mccarthy:0.00550139232867, petrarch:0.0050465722328, edmund_spenser:0.00378205834763, the_house_of_the_spirits:0.00357422279966, ambrose_bierce:0.00291434607489, miguel_de_unamuno:0.00270754869018, the_spanish_tragedy:0.00259052463991, simone_de_beauvoir:0.00258193412818, doris_lessing:0.00247429801967, miguel_de_cervantes:0.00246440297271, umberto_eco:0.00245988533193, the_fall_of_the_house_of_usher:0.00208488380071, the_importance_of_being_earnest:0.00203881908931, anne_bradstreet:0.00197077781883, sister_carrie:0.00195477697203, duino_elegies:0.00191804857193, eudora_welty:0.0018685910588"
6397,2,milan_kundera,"milan_kundera:0.880579247503, petrarch:0.00367840403875, maxim_gorky:0.00334573298065, clifford_odets:0.00289128709295, simone_de_beauvoir:0.00284656159772, miguel_de_unamuno:0.00223070598843, cormac_mccarthy:0.00216233919472, the_house_of_the_spirits:0.00199481371904, sister_carrie:0.00158561944618, doris_lessing:0.001455853786, miguel_de_cervantes:0.00141054635901, isaac_bashevis_singer:0.00138584762512, william_blake:0.00133519392344, edmund_spenser:0.0012776092475, umberto_eco:0.00119806456531, uncle_tom's_cabin:0.00110280057349, dream_of_the_red_chamber:0.0010829710661, anne_bradstreet:0.00108111969792, eudora_welty:0.00107865880142, edwin_arlington_robinson:0.00104292821809"
6397,3,milan_kundera,"milan_kundera:0.928225160908, petrarch:0.00257333586823, maxim_gorky:0.00215153989224, simone_de_beauvoir:0.00201030064014, miguel_de_unamuno:0.00197077591559, clifford_odets:0.00182661464676, cormac_mccarthy:0.00148099269145, miguel_de_cervantes:0.00126019273585, edmund_spenser:0.00112933449582, william_blake:0.00103992212279, the_house_of_the_spirits:0.00103484952081, isaac_bashevis_singer:0.000940682100968, sister_carrie:0.00091470377672, doris_lessing:0.000907334464414, umberto_eco:0.000879432924016, edwin_arlington_robinson:0.000689986388828, john_galsworthy:0.000689931684801, anne_bradstreet:0.000679286951406, naguib_mahfouz:0.000652301800245, ray_bradbury:0.000618184874533"
6400,3,wuthering_heights,"wuthering_heights:0.515720667808, heathcliff_(wuthering_heights):0.121165447436, to_the_lighthouse:0.0105767921593, cry,_the_beloved_country:0.0102766593018, geoffrey_chaucer:0.00978330291895, jane_eyre:0.00833327861751, miguel_de_cervantes:0.00817736291021, the_great_gatsby:0.00693547148914, stephen_vincent_benet:0.00668756706774, rupert_brooke:0.00516769478311, william_faulkner:0.00509053894087, tennessee_williams:0.00485735936627, doris_lessing:0.00447945855644, federico_garcia_lorca:0.00443805416179, cormac_mccarthy:0.00422517330697, o_pioneers!:0.00417085306948, gravity's_rainbow:0.00377125097707, rip_van_winkle:0.00365994394425, kazuo_ishiguro:0.00350810516407, james_agee:0.00340285673615"
163337,0,the_wild_duck,"the_wild_duck:0.488079966714, death_of_a_salesman:0.173921696112, an_enemy_of_the_people:0.0263346166086, their_eyes_were_watching_god:0.0255453216716, orlando_furioso:0.0216968799611, the_iceman_cometh:0.0198515740553, a_passage_to_india:0.0164834974316, nathaniel_hawthorne:0.0163552156615, the_grapes_of_wrath:0.0148933352989, lady_windermere's_fan:0.0118513570274, the_bostonians:0.0104278106498, the_master_builder:0.00943569528006, chinua_achebe:0.00858417244526, arthur_miller:0.00825682982958, the_jungle:0.00754554904251, all_quiet_on_the_western_front:0.00664654676907, umberto_eco:0.00616943934039, snow_country:0.00544264940907, yasunari_kawabata:0.00388568390999, henrik_ibsen:0.00376245240866"
163337,1,the_wild_duck,"the_wild_duck:0.427433884196, an_enemy_of_the_people:0.0328899910839, henrik_ibsen:0.0247742996426, hedda_gabler:0.0242455648975, the_temple_of_the_golden_pavilion:0.0225088916378, nathaniel_hawthorne:0.0192758970079, the_iceman_cometh:0.0149256189299, the_master_builder:0.0134294473407, lady_windermere's_fan:0.0116389747143, invisible_man:0.0101388343018, the_idiot:0.00997723507509, chinua_achebe:0.00945343402426, snow_country:0.00938989967871, the_picture_of_dorian_gray:0.00840018328276, the_bostonians:0.00772424961422, the_house_of_the_spirits:0.00691654334732, umberto_eco:0.00656980934546, leo_tolstoy:0.00625995801679, david_copperfield_(character):0.00568968169971, vanity_fair_(novel):0.00548979841375"
163337,2,the_wild_duck,"the_wild_duck:0.508888512088, an_enemy_of_the_people:0.0567389400478, hedda_gabler:0.0286658746046, the_temple_of_the_golden_pavilion:0.0204170315636, invisible_man:0.0184955142582, nathaniel_hawthorne:0.0171700326411, henrik_ibsen:0.0168587855489, the_master_builder:0.0102563564501, snow_country:0.00866846068655, lady_windermere's_fan:0.00686066159813, things_fall_apart:0.00647419676265, ghosts_(play):0.00612948071422, heart_of_darkness:0.00583017021186, the_idiot:0.00535945650134, the_iceman_cometh:0.00485350814859, jean_genet:0.00418242500144, sister_carrie:0.00393297810937, david_copperfield_(character):0.00391877840463, the_mayor_of_casterbridge:0.00383589834777, tess_of_the_d'urbervilles:0.00382687292736"
5848,1,emma,"emma:0.488853884169, holden_caulfield:0.0727359109544, odysseus:0.0244918728439, the_merry_wives_of_windsor:0.0237099735137, ezra_pound:0.0131837354739, the_ambassadors:0.0130646229329, the_turn_of_the_screw:0.012048452847, main_street_(novel):0.00926380980569, howards_end:0.00925249975248, mansfield_park:0.00734254054464, harold_pinter:0.00677583116567, sons_and_lovers:0.00656149107956, the_last_of_the_mohicans:0.00622720819144, william_cullen_bryant:0.00565101290758, an_american_tragedy:0.00542943087437, william_carlos_williams:0.00529736155657, d._h._lawrence:0.00481792101123, cat_on_a_hot_tin_roof:0.00424630209528, agatha_christie:0.0042089500554, the_cherry_orchard:0.00420831977146"
5848,2,emma,"emma:0.746907045019, pride_and_prejudice:0.0111770873673, holden_caulfield:0.0108363543329, odysseus:0.0103401535364, harold_pinter:0.00801961309145, the_merry_wives_of_windsor:0.00753604661894, the_turn_of_the_screw:0.00631016721477, the_ambassadors:0.00554137390997, madame_bovary:0.00538243372701, howards_end:0.00466754577233, the_last_of_the_mohicans:0.00464428317763, ezra_pound:0.00425814644374, mansfield_park:0.00395821828095, twelfth_night:0.00338627625568, d._h._lawrence:0.00304166306109, mourning_becomes_electra:0.0030109673913, main_street_(novel):0.00288712366507, emily_dickinson:0.0027186293061, agatha_christie:0.00234231904066, major_barbara:0.00231717305839"
5848,3,emma,"emma:0.814825773879, jane_austen:0.00782760285772, harold_pinter:0.00562004595408, pride_and_prejudice:0.00523050190362, ezra_pound:0.00512159145631, holden_caulfield:0.00493085232286, odysseus:0.00486636788204, samuel_richardson:0.0046106043632, mourning_becomes_electra:0.00460189180695, madame_bovary:0.00318736226155, james_fenimore_cooper:0.00312610023802, the_last_of_the_mohicans:0.00287390617219, mansfield_park:0.00275061295393, howards_end:0.0026033105966, the_turn_of_the_screw:0.00253945864515, the_merry_wives_of_windsor:0.00253179523415, gustave_flaubert:0.00247069996065, the_ambassadors:0.00239605058064, emily_dickinson:0.00213201382953, louisa_may_alcott:0.00208002870944"
5848,4,emma,"emma:0.826090135937, jane_austen:0.0146446838253, pride_and_prejudice:0.00852055735996, samuel_richardson:0.00575701241147, mourning_becomes_electra:0.00393990533157, the_last_of_the_mohicans:0.00362186916553, holden_caulfield:0.00346447359233, madame_bovary:0.00343325988935, mansfield_park:0.00317057904479, james_fenimore_cooper:0.00311414350419, ezra_pound:0.00307993936426, odysseus:0.00296088587316, harold_pinter:0.00287320687202, gustave_flaubert:0.0027061172243, the_ambassadors:0.0026364847391, henry_fielding:0.00206492421316, the_turn_of_the_screw:0.00202224442075, invisible_man:0.00201638380419, the_merry_wives_of_windsor:0.00191090980842, howards_end:0.00162171780388"
5848,5,emma,"emma:0.869653386767, jane_austen:0.0093277724476, pride_and_prejudice:0.00524732335229, odysseus:0.00412560558587, samuel_richardson:0.00408392856966, mansfield_park:0.00385513340387, james_fenimore_cooper:0.00304709536491, mourning_becomes_electra:0.00304140223184, gustave_flaubert:0.00284831637417, ezra_pound:0.00231577123085, the_last_of_the_mohicans:0.00216835248859, madame_bovary:0.00208735138533, invisible_man:0.00172087289989, harold_pinter:0.00158657557369, the_ambassadors:0.00154920117504, henry_fielding:0.00150170599057, the_merry_wives_of_windsor:0.00149544685521, the_turn_of_the_screw:0.00145394737902, holden_caulfield:0.0012681877973, william_carlos_williams:0.00126183943693"
151827,0,johann_wolfgang_von_goethe,"johann_wolfgang_von_goethe:0.267459071405, nineteen_eighty-four:0.14648441987, leaves_of_grass:0.0513328593246, a_raisin_in_the_sun:0.0452309423003, thanatopsis:0.0371699886926, august_strindberg:0.0209030054198, margaret_atwood:0.0162095996373, duino_elegies:0.0156678655133, william_golding:0.0153828139265, the_brothers_karamazov:0.0109389943378, e._m._forster:0.0101079184503, odysseus:0.0100185121509, theodore_dreiser:0.0099854682848, ray_bradbury:0.00862051572074, our_town:0.00831350872604, phillis_wheatley:0.0082174824714, pablo_neruda:0.00794488749965, doris_lessing:0.00714844836426, george_orwell:0.00708931592125, the_importance_of_being_earnest:0.00698493286762"
151827,1,johann_wolfgang_von_goethe,"johann_wolfgang_von_goethe:0.68482955062, august_strindberg:0.0221003608148, nineteen_eighty-four:0.00997374352228, william_golding:0.00824542067811, edith_wharton:0.00619001501731, the_brothers_karamazov:0.00616022243747, gustave_flaubert:0.00565577488867, william_blake:0.00534478383754, the_sorrows_of_young_werther:0.00472138609212, theodore_dreiser:0.00404561465322, thanatopsis:0.00401366992972, a._a._milne:0.00390271019023, dante_alighieri:0.00369925564548, sherwood_anderson:0.00356774874599, ray_bradbury:0.00315161902076, odysseus:0.00304495149843, richard_cory:0.00291832106567, leaves_of_grass:0.00287240238662, graham_greene:0.00285838671493, walt_whitman:0.00279603010499"
151827,2,johann_wolfgang_von_goethe,"johann_wolfgang_von_goethe:0.897904187198, august_strindberg:0.0100522033138, the_sorrows_of_young_werther:0.00573039735736, edith_wharton:0.0020290357722, the_brothers_karamazov:0.00199471467831, dante_alighieri:0.0019860080057, a._a._milne:0.00176812368024, william_golding:0.00172919209423, nineteen_eighty-four:0.00167414920464, gustave_flaubert:0.00137818750189, sherwood_anderson:0.00130481452055, evelyn_waugh:0.00124597559402, thanatopsis:0.00124117108214, thomas_mann:0.00119165598731, theodore_dreiser:0.00111275422674, william_blake:0.00102100514209, friedrich_schiller:0.000982033638841, ernest_hemingway:0.000964817065909, the_turn_of_the_screw:0.00095960868989, washington_irving:0.000870797171881"
4510,1,an_american_tragedy,"an_american_tragedy:0.507217841468, death_in_venice:0.0262015177858, franz_kafka:0.0202064496789, toni_morrison:0.0165924955757, sherwood_anderson:0.0112174369494, erewhon:0.0102584251345, apollo:0.00826585351527, anton_chekhov:0.00763188999725, pale_fire:0.00617025528059, robert_penn_warren:0.00602246081275, crime_and_punishment:0.00594823192124, august_strindberg:0.00582351011351, holden_caulfield:0.00577601168464, sons_and_lovers:0.00528790466201, cry,_the_beloved_country:0.00510900364641, sister_carrie:0.00467811899285, lolita:0.00467171129777, jude_the_obscure:0.00450777082302, henrik_ibsen:0.00426733247173, bertolt_brecht:0.00404574513136"
4510,2,an_american_tragedy,"an_american_tragedy:0.888838672547, sister_carrie:0.00568665762717, sherwood_anderson:0.00439020956512, pale_fire:0.00342676148816, things_fall_apart:0.00295454069892, lorraine_hansberry:0.00280116045001, toni_morrison:0.00264675653822, howards_end:0.00257228533681, erich_maria_remarque:0.00223076332535, thornton_wilder:0.00214705822177, apollo:0.00212773259723, the_crying_of_lot_49:0.00185348649329, lolita:0.00173932259628, a_farewell_to_arms:0.00147598602041, holden_caulfield:0.00144043692925, chinua_achebe:0.00140087150743, federico_garcia_lorca:0.00131583695384, our_town:0.00127357819343, edward_albee:0.00126533367059, o_pioneers!:0.00123607052479"
4510,3,an_american_tragedy,"an_american_tragedy:0.884276527477, sister_carrie:0.00610593773938, things_fall_apart:0.00387225683539, sherwood_anderson:0.00354982993098, lorraine_hansberry:0.00291265941452, pale_fire:0.00287333105801, lolita:0.00252219294784, the_crying_of_lot_49:0.00251769237275, toni_morrison:0.00235975435224, erich_maria_remarque:0.00221750881633, howards_end:0.00221280687606, theodore_dreiser:0.00192822476486, thornton_wilder:0.0015710240337, crime_and_punishment:0.00149278957988, chinua_achebe:0.00147564196963, our_town:0.00144189737954, o_pioneers!:0.00137108286848, a_farewell_to_arms:0.00136662608923, apollo:0.00134573959949, all_quiet_on_the_western_front:0.00123669294901"
151833,1,arthur_conan_doyle,"arthur_conan_doyle:0.0499144648313, sigrid_undset:0.0285591424608, harriet_beecher_stowe:0.0281371205006, a_room_with_a_view:0.0175747271071, nabokov:0.0166407704383, upton_sinclair:0.0161231944303, rudyard_kipling:0.0151295785356, graham_greene:0.012698118222, katherine_anne_porter:0.0122246705643, far_from_the_madding_crowd:0.0120550193051, lorraine_hansberry:0.0115111707645, mark_twain:0.0109410148257, willa_cather:0.010847076581, robert_louis_stevenson:0.0101245209394, the_jungle:0.0100161528902, walter_scott:0.00987974538109, the_prince_and_the_pauper:0.00954832626545, thomas_mann:0.00931612117603, dashiell_hammett:0.00886355750246, lord_byron:0.00878084918641"
151833,2,arthur_conan_doyle,"arthur_conan_doyle:0.0714419955375, mark_twain:0.0232327123688, harriet_beecher_stowe:0.0226918764878, graham_greene:0.0178678972659, nabokov:0.0143456463948, rudyard_kipling:0.0139515257979, dashiell_hammett:0.0131929764533, upton_sinclair:0.0126759258875, carl_sandburg:0.0122246819607, edmund_spenser:0.01209959143, katherine_anne_porter:0.0114433348564, sigrid_undset:0.0111852763899, a_room_with_a_view:0.0109969450864, robert_louis_stevenson:0.0108547291892, erich_maria_remarque:0.0106748027656, saul_bellow:0.00973324090336, animal_farm:0.00864730012519, lorraine_hansberry:0.00838346474958, jean_genet:0.00823656821482, candide:0.00821726431549"
6428,2,joseph_conrad,"joseph_conrad:0.0828992150929, henrik_ibsen:0.0230781239698, laurence_sterne:0.0198363512462, a_clockwork_orange:0.0178709250494, pablo_neruda:0.0135239187918, things_fall_apart:0.0135202314738, yukio_mishima:0.0130906828901, charles_dickens:0.0126389660911, notes_from_underground:0.0115487361674, aeneas:0.0108337324998, jonathan_swift:0.0105414566725, heart_of_darkness:0.0104466212965, lord_jim:0.00994204893217, euripides:0.00869541639706, invisible_man:0.00796583494974, crime_and_punishment:0.00767811299484, the_jungle:0.00745417551241, edna_st._vincent_millay:0.00742231712725, oscar_wilde:0.0074070968471, carson_mccullers:0.00727902061064"
