Question ID,Question Text,QANTA Scores,Answer,Sentence Position,IR_Wiki Scores,category
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers. his distrust of wildcat banks led to his nickname of old bullion and his recanting of his previous pro-slavery stance cost him his seat in the senate in 1851. despite the fact that the candidate was his son-in-law he opposed republican nominee john c. fremont in 1856.,"thomas_hart_benton_(politician):0.22801133408, free_soil_party:0.0129268615225, warren_g._harding:0.0113674876214, joseph_mccarthy:0.010847810388, adlai_stevenson_ii:0.0108208801715, fashoda_incident:0.010568704993, claudius:0.0100047414906, huey_long:0.00931047205403, john_sherman:0.00899361201975, porfirio_diaz:0.00780139007369, easter_rising:0.00743885435275, hubert_humphrey:0.00665684793301, clarence_darrow:0.00664210103572, barry_goldwater:0.00664101427034, benjamin_harrison:0.00655421322411, daniel_boone:0.00626161522723, war_of_the_pacific:0.00612136658553, horace_greeley:0.0058556556991, zebulon_pike:0.00575643238415, rutherford_b._hayes:0.00564917724752",thomas_hart_benton_(politician),3,"thomas_hart_benton_(politician):3.19058233714, woodrow_wilson:2.88981845958, john_sherman:2.83250065582, grover_cleveland:2.62770725387, herbert_hoover:2.53149216043, hubert_humphrey:2.42994896832, james_a._garfield:2.42464509034, william_jennings_bryan:2.38886178946, pedro_alvares_cabral:2.38886178946, thaddeus_stevens:2.34928274877, millard_fillmore:2.32198460593, james_buchanan:2.25877561225, huey_long:2.23377000602, john_adams:2.21134836068, james_g._blaine:2.14436017288, william_mckinley:2.14039882323, barry_goldwater:2.13604414712, eleanor_roosevelt:2.06738534825, william_howard_taft:2.0341747246, thomas_jefferson:2.01435755315",history
2089,his autobiography thirty years view is one of the best of the period and teddy roosevelt wrote a later biography on him. he noted that the west must share in the destinies of the republic while serving as editor of the st. _ louis enquirer and ran on a platform of redistributing public lands to settlers. his distrust of wildcat banks led to his nickname of old bullion and his recanting of his previous pro-slavery stance cost him his seat in the senate in 1851. despite the fact that the candidate was his son-in-law he opposed republican nominee john c. fremont in 1856. name this longtime missouri senator known for his support of andrew_jackson the namesake and ancestor of a famous american muralist.,"thomas_hart_benton_(politician):0.244092842135, free_soil_party:0.012371732384, fashoda_incident:0.0118735238162, joseph_mccarthy:0.0114271386532, claudius:0.0110605464918, warren_g._harding:0.0108443941563, huey_long:0.00940613376039, daniel_boone:0.00891144244245, adlai_stevenson_ii:0.00819068261762, porfirio_diaz:0.00767119656238, anti-masonic_party:0.00748384046316, benjamin_harrison:0.00736120781008, zebulon_pike:0.00730512194671, hubert_humphrey:0.00729867319681, wilmot_proviso:0.00667947158401, gadsden_purchase:0.00647157470895, teapot_dome_scandal:0.0060593707886, hull_house:0.00594100444558, horace_greeley:0.00568397903476, john_sherman:0.00567189555369",thomas_hart_benton_(politician),4,"thomas_hart_benton_(politician):3.3226459801, john_sherman:2.87985508465, john_tyler:2.61391233658, woodrow_wilson:2.45854492994, james_buchanan:2.45827382211, thaddeus_stevens:2.41909232623, andrew_jackson:2.35665315666, millard_fillmore:2.33048385358, martin_van_buren:2.26878522164, james_a._garfield:2.26855357572, harry_s._truman:2.2217057911, herbert_hoover:2.19052404744, grover_cleveland:2.17708637524, john_quincy_adams:2.16977644336, james_g._blaine:2.14391873501, franklin_pierce:2.13906259852, barry_goldwater:2.12169980655, huey_long:2.102204763, hubert_humphrey:2.05458065771, william_jennings_bryan:2.04469614765",history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result.,"roger_b._taney:0.201571834618, knights_of_labor:0.031782568614, andrew_jackson:0.0217295838443, whig_party_(united_states):0.0168032508441, salem_witch_trials:0.0163436458742, alexander_h._stephens:0.0147906455636, antonio_de_oliveira_salazar:0.0130002975981, war_of_the_pacific:0.0121413003642, john_paul_jones:0.0115684495514, lester_b._pearson:0.0103343952414, miguel_hidalgo_y_costilla:0.0100377920149, james_a._garfield:0.00988324544271, luddite:0.00976079558293, bartolomeu_dias:0.00967130331551, triangle_shirtwaist_factory_fire:0.00866293940627, getulio_vargas:0.00856228640024, benito_juarez:0.00839767979521, stephen_a._douglas:0.00815898039682, teapot_dome_scandal:0.00785543470916, john_a._macdonald:0.00771778557835",roger_b._taney,0,"william_howard_taft:2.80029870146, otto_von_bismarck:2.77930816009, james_buchanan:2.56655598921, andrew_jackson:2.43503457358, henry_clay:2.36956862738, david_lloyd_george:2.36434537284, franklin_pierce:2.30790738889, ulysses_s._grant:2.24160922278, james_g._blaine:2.22656687749, huey_long:2.21766218878, charles_martel:2.11585438395, alexander_hamilton:2.01691973382, peloponnesian_war:1.96391351851, robert_walpole:1.9442613371, john_tyler:1.84633608125, giuseppe_garibaldi:1.84398973116, cultural_revolution:1.82348697497, francisco_franco:1.78202937822, a._philip_randolph:1.73831874242, night_of_the_long_knives:1.71266114574",history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state.,"roger_b._taney:0.0542643123648, anti-masonic_party:0.0364442955753, andrew_jackson:0.0299121642344, salem_witch_trials:0.0225372621202, john_a._macdonald:0.018925992142, antonio_de_oliveira_salazar:0.0165661056303, chester_a._arthur:0.0139252037755, james_a._garfield:0.0110213211736, bartolomeu_dias:0.0102000806033, luddite:0.0100253018746, dorr_rebellion:0.0099126600253, battle_of_the_thames:0.00978687756757, alexander_h._stephens:0.00967309599827, samuel_j._tilden:0.00960919396152, gang_of_four:0.00925673803286, henry_the_navigator:0.00907466310468, marco_polo:0.00875506241124, james_k._polk:0.00815373494396, camillo_benso,_count_of_cavour:0.00693739381827, portugal:0.00688013256667",roger_b._taney,1,"thaddeus_stevens:3.46903351471, franklin_pierce:3.22629896691, ulysses_s._grant:3.13943802123, henry_clay:3.10039409174, chester_a._arthur:2.77186139974, andrew_jackson:2.70524122418, john_tyler:2.52429616421, john_brown_(abolitionist):2.43967715502, william_h._seward:2.33870963828, james_a._garfield:2.29276326883, louis_brandeis:2.25937926791, william_henry_harrison:2.20902114725, william_howard_taft:2.02239995487, anti-masonic_party:2.02110937528, grover_cleveland:1.98517346117, albert_b._fall:1.970296807, otto_von_bismarck:1.94649144906, david_lloyd_george:1.94136411812, jefferson_davis:1.92059233413, alexander_hamilton:1.90994118566",history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state. after replacing william duane he ordered the end of federal deposits into the second_bank_of_the_united_states as secretary of the treasury but jackson 's bid to replace gabriel duvall with this man was a failure.,"roger_b._taney:0.101851489337, samuel_j._tilden:0.014421569432, andrew_jackson:0.0132311231719, salem_witch_trials:0.0125828860914, shays'_rebellion:0.0124733381709, thomas_hart_benton_(politician):0.0121647720328, lewis_cass:0.0119477317934, whig_party_(united_states):0.011845971466, james_k._polk:0.0118053858319, henry_the_navigator:0.0100273336705, salmon_p._chase:0.00989869418962, james_a._garfield:0.00963098164611, john_wycliffe:0.0089177762657, alexander_h._stephens:0.0086780711538, second_bank_of_the_united_states:0.00803525075683, john_sherman:0.00743092401434, john_a._macdonald:0.00736188557064, antonio_de_oliveira_salazar:0.00733261093682, martin_van_buren:0.00665817749425, chester_a._arthur:0.0063719022252",roger_b._taney,2,"ulysses_s._grant:3.46683102016, andrew_jackson:3.39524793596, roger_b._taney:3.20791418788, john_tyler:3.03100367451, franklin_pierce:2.92931323259, chester_a._arthur:2.79277115652, james_buchanan:2.75581622501, henry_clay:2.75303741928, thaddeus_stevens:2.72590546275, alexander_hamilton:2.42936722239, jefferson_davis:2.33761936025, james_a._garfield:2.26371412412, william_henry_harrison:2.25994677811, william_howard_taft:2.22927879148, martin_van_buren:2.19147367254, john_quincy_adams:2.1285711891, zachary_taylor:2.02578413659, daniel_webster:2.01978053363, thomas_jefferson:1.84957906479, john_brown_(abolitionist):1.84485379952",history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state. after replacing william duane he ordered the end of federal deposits into the second_bank_of_the_united_states as secretary of the treasury but jackson 's bid to replace gabriel duvall with this man was a failure. in his most famous role this man dealt with the power of state courts in ableman v. booth the sanctity of state contracts in the charles_river bridge case and with habeas_corpus in ex_parte_merryman.,"roger_b._taney:0.224523162839, james_a._garfield:0.0135416617526, ambrose_burnside:0.0109609755589, fugitive_slave_laws:0.0107039710952, shays'_rebellion:0.0105925630227, antonio_de_oliveira_salazar:0.0103882783122, benito_juarez:0.0103638377736, henry_the_navigator:0.0101189911832, salem_witch_trials:0.0100319561029, thomas_hart_benton_(politician):0.00868608818097, salmon_p._chase:0.0081953894105, john_wycliffe:0.00814685091617, miguel_hidalgo_y_costilla:0.00786292700255, alexander_h._stephens:0.00746503694848, roger_williams_(theologian):0.00745612288719, jawaharlal_nehru:0.00697603769309, sam_houston:0.00665888031068, compromise_of_1850:0.00653198749062, william_h._seward:0.00641408049846, benito_mussolini:0.00628091307583",roger_b._taney,3,"roger_b._taney:5.26729602534, ulysses_s._grant:3.70482652783, andrew_jackson:3.49697233339, john_tyler:2.94259086259, chester_a._arthur:2.92278210734, james_a._garfield:2.72416880442, thaddeus_stevens:2.56397372448, henry_clay:2.4270860914, franklin_pierce:2.40931343821, john_wilkes_booth:2.20043876262, john_brown_(abolitionist):2.16996352725, james_buchanan:2.15207437404, william_henry_harrison:2.14794842785, alexander_hamilton:2.12504954325, rutherford_b._hayes:2.04128911886, william_howard_taft:2.01812491074, warren_g._harding:1.96643572164, louis_brandeis:1.96429421284, john_quincy_adams:1.94435258675, woodrow_wilson:1.88762954343",history
2090,early in his career he was an ally of a faction founded by gulian verplanck and was nicknamed king coody as a result. as a lawyer he defended the abolitionist jacob gruber and succeeded william wirt as attorney general of his state. after replacing william duane he ordered the end of federal deposits into the second_bank_of_the_united_states as secretary of the treasury but jackson 's bid to replace gabriel duvall with this man was a failure. in his most famous role this man dealt with the power of state courts in ableman v. booth the sanctity of state contracts in the charles_river bridge case and with habeas_corpus in ex_parte_merryman. identify this fifth chief justice of the u.s. supreme court who presided over the dred_scott case.,"roger_b._taney:0.26707398785, john_marshall:0.0114856014589, antonio_de_oliveira_salazar:0.0112718989909, salmon_p._chase:0.0110467591055, fugitive_slave_laws:0.0110228549834, james_a._garfield:0.0106918869914, earl_warren:0.00940261373853, ambrose_burnside:0.00916770045402, john_wycliffe:0.00907567646235, stephen_a._douglas:0.00883210628377, benito_juarez:0.00830229497556, thomas_hart_benton_(politician):0.00770073893408, shays'_rebellion:0.00759541219978, whig_party_(united_states):0.00748281729785, salem_witch_trials:0.00715238617862, compromise_of_1850:0.00703845622906, sam_houston:0.00699452971812, alexander_hamilton:0.00685880346234, chester_a._arthur:0.00668793658954, roger_williams_(theologian):0.00662616719159",roger_b._taney,4,"roger_b._taney:5.89032770912, ulysses_s._grant:3.39801094772, chester_a._arthur:2.96687692121, andrew_jackson:2.94767167849, james_a._garfield:2.81382174978, john_tyler:2.7879146, henry_clay:2.73603262097, thaddeus_stevens:2.70431516628, james_buchanan:2.63638380151, franklin_pierce:2.29262889812, jefferson_davis:2.23585744654, earl_warren:2.17177870632, william_henry_harrison:2.12195896046, louis_brandeis:2.09765703821, william_howard_taft:2.07982570084, rutherford_b._hayes:2.06601311325, warren_g._harding:2.04494344947, john_marshall:2.02923480423, alexander_hamilton:1.9782554235, john_wilkes_booth:1.97684680212",history
163847,known for the sacrosancta decree concerning the conciliar theory it also condemned 45 of john_wycliffe 's propositions.,"council_of_constance:0.0893362608193, yuan_dynasty:0.0436995376, james_g._blaine:0.0346341640558, john_adams:0.0321022824671, earl_warren:0.0239224913438, mao_zedong:0.022396467813, john_wycliffe:0.0222423481462, clarence_darrow:0.0169443499025, john_sherman:0.0168587427219, sherman_antitrust_act:0.0161404292688, benjamin_harrison:0.0157754814563, george_washington:0.0118797971265, paraguay:0.0108736731313, teutonic_knights:0.0106541278076, ming_dynasty:0.0105905888939, thomas_nast:0.0104802671311, elizabeth_cady_stanton:0.0101216258284, battle_of_shiloh:0.00925998093118, lollardy:0.00890138489541, thomas_paine:0.00885067202969",council_of_constance,0,"second_vatican_council:7.78271377596, john_wycliffe:6.96611270361, council_of_trent:6.04321414697, council_of_constance:4.36978331839, lollardy:3.17533853084, maximilien_de_robespierre:2.49391601201, thomas_paine:2.34570672272, diet_of_worms:2.34087506654, john_marshall:2.26553879375, peasants'_revolt:2.2174763754, mikhail_gorbachev:2.16215915878, adolf_hitler:2.15353052516, council_of_chalcedon:2.13588113572, hartford_convention:1.96755840417, cyrus_the_great:1.91611584185, william_jennings_bryan:1.89821757789, pedro_alvares_cabral:1.89821757789, martin_luther:1.8503221865, henry_i_of_england:1.7888865455, haymarket_affair:1.73919731242",history
163847,known for the sacrosancta decree concerning the conciliar theory it also condemned 45 of john_wycliffe 's propositions. convened under pressure from emperor sigismund it undid the confusion caused by the council_of_pisa five years earlier and elected a definitive pope in martin v. which ecumenical council saw jan_hus burned at the stake.,"council_of_constance:0.657971450034, yuan_dynasty:0.0188791692336, john_wycliffe:0.0119606341836, teutonic_knights:0.0109287183354, diet_of_worms:0.00931728588502, council_of_chalcedon:0.00791734564968, ming_dynasty:0.00789572386751, martin_luther:0.00746853141423, diocletian:0.00546235194107, james_g._blaine:0.00532961036712, benjamin_harrison:0.00496692826956, boston_massacre:0.00484329792227, thomas_paine:0.00457372894294, battle_of_hastings:0.00419659706316, john_adams:0.00391770854479, council_of_trent:0.00378909262339, samuel_adams:0.00328886842019, william_lloyd_garrison:0.00326902471073, john_hay:0.00322190651536, george_washington:0.0031418609469",council_of_constance,1,"council_of_constance:6.96094190246, second_vatican_council:5.77398092993, council_of_trent:5.52540926664, john_wycliffe:4.38168247325, diet_of_worms:3.67172751432, council_of_chalcedon:2.93323385489, martin_luther:2.70672082764, huldrych_zwingli:2.66085343877, thirty_years'_war:2.5104421174, first_crusade:2.11133285808, paris_commune:1.77951430602, mikhail_gorbachev:1.75524363985, girolamo_savonarola:1.73945552301, byzantine_empire:1.70848047712, antonio_lopez_de_santa_anna:1.70848047712, maria_theresa:1.69153536257, adolf_hitler:1.68733484966, alexander_ii_of_russia:1.66989691824, peasants'_revolt:1.65066363968, salem_witch_trials:1.62921177166",history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory.,"third_crusade:0.0396665937019, spanish_civil_war:0.0340719099264, peterloo_massacre:0.0307659533718, maine:0.0190061642901, hartford_convention:0.0175664496419, umayyad_caliphate:0.0164421931278, wars_of_the_roses:0.0142903557428, oliver_cromwell:0.0139168486814, council_of_chalcedon:0.0134395211162, peloponnesian_war:0.0133905487749, paris_commune:0.0118675011019, battle_of_lepanto:0.0116204559919, great_northern_war:0.0114708807493, safavid_dynasty:0.0113919583773, first_crusade:0.0110888809239, war_of_the_pacific:0.0110372756421, tang_dynasty:0.010791460376, charles_stewart_parnell:0.0104372101788, samuel_adams:0.00976246173506, st._bartholomew's_day_massacre:0.00940495530206",battle_of_lepanto,0,"battle_of_lepanto:10.9792751356, huldrych_zwingli:4.50857805118, martin_luther:2.94246321519, first_crusade:2.26047277793, thirty_years'_war:2.15719647338, cultural_revolution:1.90309199298, edward_the_confessor:1.86913626323, jawaharlal_nehru:1.82767736922, marcus_garvey:1.81167494368, dawes_plan:1.81167494368, council_of_trent:1.80350441678, elizabeth_cady_stanton:1.74893840981, war_of_the_austrian_succession:1.73445309051, salem_witch_trials:1.68128114015, hannibal:1.65635399914, margaret_thatcher:1.61164712442, war_of_the_pacific:1.59550155897, charles_martel:1.58576570117, black_panther_party:1.57993930717, maria_theresa:1.56939568211",history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory. though the victors halted the invasion of cyprus that island was ceded to the losers only two years later.,"third_crusade:0.0692939891014, battle_of_lepanto:0.04601933888, war_of_the_spanish_succession:0.0353142660518, peloponnesian_war:0.0335241107781, first_crusade:0.0314532544474, battle_of_chancellorsville:0.0219872380657, battle_of_bosworth_field:0.0165010484206, battle_of_hastings:0.0160992512437, spanish_civil_war:0.0156112885945, battle_of_bannockburn:0.0149831701736, umayyad_caliphate:0.012778955091, wars_of_the_roses:0.0125946606892, battle_of_agincourt:0.0116302199367, safavid_dynasty:0.011274155602, st._bartholomew's_day_massacre:0.0106747104586, congress_of_berlin:0.00987790092921, william_penn:0.0097985309867, battle_of_culloden:0.00899412994941, battle_of_plassey:0.00897076938086, council_of_chalcedon:0.00886746820275",battle_of_lepanto,1,"battle_of_lepanto:8.30510432235, huldrych_zwingli:3.32810469823, peloponnesian_war:2.59961069061, charles_martel:2.48279152497, third_crusade:2.34803789582, league_of_nations:2.2729745036, war_of_the_austrian_succession:2.09139292708, justinian_i:2.08089653849, suez_crisis:1.9824341926, maria_theresa:1.89590308666, pericles:1.86507568412, martin_luther:1.85781111942, fourth_crusade:1.78698661263, ancient_corinth:1.65883193837, neville_chamberlain:1.62328686354, byzantine_empire:1.61555155146, antonio_lopez_de_santa_anna:1.61555155146, christopher_columbus:1.61505540305, great_northern_war:1.5715741833, battle_of_midway:1.54467133624",history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory. though the victors halted the invasion of cyprus that island was ceded to the losers only two years later. a fleet in the gulf of patras commanded by ali pasha was decimated by don john of austria.,"battle_of_lepanto:0.471821803743, war_of_the_spanish_succession:0.0210818272566, battle_of_chancellorsville:0.0191361163362, battle_of_bannockburn:0.0162514703573, peloponnesian_war:0.0130461500873, battle_of_agincourt:0.0112027646222, first_crusade:0.00898537242066, third_crusade:0.00797904355933, battle_of_bosworth_field:0.00772767037108, peace_of_westphalia:0.00674361117244, great_northern_war:0.00671950572825, william_penn:0.00621805042057, congress_of_berlin:0.00616886608545, battle_of_austerlitz:0.00615584103588, st._bartholomew's_day_massacre:0.00608253788367, umayyad_caliphate:0.0057666370094, battle_of_culloden:0.00546135369852, battle_of_hastings:0.00518613077287, battle_of_caporetto:0.0051132062006, battle_of_trafalgar:0.00503715170811",battle_of_lepanto,2,"battle_of_lepanto:9.79935469412, crimean_war:2.93064418359, huldrych_zwingli:2.91143388795, war_of_the_austrian_succession:2.80805043509, suez_crisis:2.73336187046, peloponnesian_war:2.3607173665, suleiman_the_magnificent:2.24290901415, thirty_years'_war:2.20484266211, third_crusade:2.04746750695, ancient_corinth:2.01804813848, christopher_columbus:1.91861083225, battle_of_austerlitz:1.90996433116, pericles:1.86420371317, maria_theresa:1.82352749361, seminole_wars:1.80908476061, hannibal:1.7336339366, justinian_i:1.70838864927, great_northern_war:1.67141968875, war_of_the_spanish_succession:1.65493469583, battle_of_midway:1.61448953828",history
165933,titian 's allegory of this event hangs in the prado while paolo_veronese showed it occurring as four saints pleaded for a holy league victory. though the victors halted the invasion of cyprus that island was ceded to the losers only two years later. a fleet in the gulf of patras commanded by ali pasha was decimated by don john of austria. name this 1571 victory over the ottoman_empire.,"battle_of_lepanto:0.579555554409, war_of_the_spanish_succession:0.0205452040853, battle_of_chancellorsville:0.014727560757, battle_of_bannockburn:0.011729490269, battle_of_agincourt:0.00882966568425, great_northern_war:0.00879382497724, peloponnesian_war:0.00862663675234, peace_of_westphalia:0.0063293562008, umayyad_caliphate:0.00610274147288, battle_of_trafalgar:0.00566378549636, first_crusade:0.00558121522527, battle_of_actium:0.00538151308188, battle_of_austerlitz:0.00529955231435, congress_of_berlin:0.00505149035596, william_penn:0.00492270677286, third_crusade:0.00449274476742, battle_of_culloden:0.00432958868205, portugal:0.00411772743337, battle_of_bosworth_field:0.00409394159223, suleiman_the_magnificent:0.00402282032172",battle_of_lepanto,3,"battle_of_lepanto:9.84127149254, crimean_war:3.32447304849, suleiman_the_magnificent:3.14151535832, suez_crisis:2.56544980377, war_of_the_austrian_succession:2.52869658104, thirty_years'_war:2.52783340934, huldrych_zwingli:2.44706960527, ancient_corinth:2.31203429838, peloponnesian_war:2.18751995814, great_northern_war:2.18737273621, fourth_crusade:2.03784400356, christopher_columbus:2.01981321472, byzantine_empire:1.93604796214, antonio_lopez_de_santa_anna:1.93604796214, treaty_of_brest-litovsk:1.93417582547, third_crusade:1.84048565267, battle_of_austerlitz:1.78618636473, pericles:1.73252285635, otto_von_bismarck:1.71997498885, league_of_nations:1.7013701782",history
108592,one story tells of how this persons brother predicted a solar_eclipse after he had talked to scientists coming to view it.,"barry_goldwater:0.0693414368747, alexander_h._stephens:0.0338265475649, clarence_darrow:0.0250475640907, kublai_khan:0.0237662378721, hannibal:0.0178338876821, taiping_rebellion:0.0169531197679, fourth_crusade:0.0148158239608, thomas_hart_benton_(politician):0.0144375908439, charles_martel:0.0138832653377, solon:0.0137771354302, alfred_the_great:0.0135602896571, robert_walpole:0.0135176919016, atlantic_charter:0.0133032611206, toyotomi_hideyoshi:0.0131576005815, ancient_corinth:0.0114600631506, battle_of_agincourt:0.010774815648, dawes_plan:0.0103206701539, darius_i:0.0102208732374, han_dynasty:0.0102070366652, henry_cabot_lodge,_jr.:0.0100996164093",tecumseh,0,"david_lloyd_george:3.49982438122, carthage:3.13672109399, jimmy_carter:3.05380565939, battle_of_marathon:2.79148735702, portugal:2.65456230346, aaron_burr:2.60329356938, margaret_sanger:2.53906018341, sam_houston:2.52032611059, alfred_the_great:2.42007270678, caligula:2.32951637527, mary_baker_eddy:2.29110764558, charlemagne:2.19201878202, mao_zedong:2.16010410592, roger_williams_(theologian):2.15478071938, john_c._calhoun:2.06149458786, ming_dynasty:2.00663728011, francisco_vasquez_de_coronado:1.99555065078, brook_farm:1.99555065078, battle_of_salamis:1.99468008721, henry_morton_stanley:1.98751578675",history
108592,one story tells of how this persons brother predicted a solar_eclipse after he had talked to scientists coming to view it. that same brother would later disregard his advice and lead their followers into a disastrous battle while he was trying to form allies among southern tribes two years after this 1811 defeat he himself would be killed by richard_mentor_johnson at the battle_of_the_thames.,"tecumseh:0.0673841346827, hannibal:0.044200052574, battle_of_salamis:0.0169126354628, marcus_licinius_crassus:0.0125288910707, roger_williams_(theologian):0.0117801398938, claudius:0.0109278846578, truman_doctrine:0.0106508713807, charles_martel:0.0100212236764, barry_goldwater:0.00977941584413, carthage:0.0090186758824, benito_mussolini:0.00880615274391, adolf_eichmann:0.00813995067002, attila:0.00789043596945, atahualpa:0.00786071253362, teapot_dome_scandal:0.00784765302112, dawes_plan:0.00726432868517, thomas_hart_benton_(politician):0.00693236662696, gaius_marius:0.00683438033963, william_tecumseh_sherman:0.00660065113535, gang_of_four:0.00653174119874",tecumseh,1,"tecumseh:3.16302498282, alfred_the_great:2.42210906791, william_henry_harrison:2.30011831547, david_lloyd_george:2.25841828433, charles_sumner:2.13058269075, winston_churchill:2.017663193, muhammad:1.97477693506, genghis_khan:1.7699588223, john_quincy_adams:1.75967817858, mao_zedong:1.75388823939, sam_houston:1.710659386, battle_of_the_thames:1.70934859803, william_tecumseh_sherman:1.62618627982, george_armstrong_custer:1.61167737123, thaddeus_stevens:1.60066219181, francisco_pizarro:1.59306919981, douglas_macarthur:1.55979166128, arthur_wellesley,_1st_duke_of_wellington:1.54191457937, pericles:1.51902887209, battle_of_bosworth_field:1.496863619",history
108592,one story tells of how this persons brother predicted a solar_eclipse after he had talked to scientists coming to view it. that same brother would later disregard his advice and lead their followers into a disastrous battle while he was trying to form allies among southern tribes two years after this 1811 defeat he himself would be killed by richard_mentor_johnson at the battle_of_the_thames. often wrongly attributed with getting whooped at tippecanoe identify this shawnee chief who with his brother the prophet headed the last major native american resistance in the indiana territory.,"tecumseh:0.190690211139, claudius:0.0256188417969, hannibal:0.0187443681023, roger_williams_(theologian):0.0102950757545, battle_of_the_thames:0.00960773392103, truman_doctrine:0.00907760544351, atahualpa:0.00882179755991, pancho_villa:0.00864229375549, attila:0.00844508695612, emilio_aguinaldo:0.00839864841809, darius_i:0.00794248020597, maria_theresa:0.00758758480896, adolf_eichmann:0.00713262999796, teapot_dome_scandal:0.00669859229102, marcus_licinius_crassus:0.00661795446666, barry_goldwater:0.00660997540086, vandals:0.00648247438618, william_henry_harrison:0.00636511306276, robert_walpole:0.00636405703961, dawes_plan:0.00607109224273",tecumseh,2,"tecumseh:4.86151140808, william_henry_harrison:3.82546887637, black_hawk_war:2.40103941073, david_lloyd_george:2.2763954427, muhammad:2.05448131337, charles_sumner:1.91668008152, mao_zedong:1.88844200866, alfred_the_great:1.87425732822, battle_of_the_thames:1.78850677438, seminole_wars:1.72965405997, william_tecumseh_sherman:1.69439345493, george_armstrong_custer:1.68056904206, thomas_jefferson:1.63152851922, winston_churchill:1.61392876516, cherokee:1.58657817943, akbar:1.58518763248, douglas_macarthur:1.56571800969, salem_witch_trials:1.53964918973, suez_crisis:1.53778113043, daniel_boone:1.53616639053",history
2101,one concurring justice in this case draws on rochin v. united states and his previous dissent in adamson v. california while the majority opinion often cites the cases of boyd v. united states and weeks v. united states as historical precedents on the central constitutional issue.,"mapp_v._ohio:0.663002559712, schenck_v._united_states:0.0708979903654, george_b._mcclellan:0.0128693541045, roger_b._taney:0.0118341945735, earl_warren:0.0110416048891, treaty_of_waitangi:0.0110335830569, jay_treaty:0.00841795222252, eleanor_roosevelt:0.00650038817371, clayton_antitrust_act:0.00622912071993, hubert_humphrey:0.00584720146806, charles_evans_hughes:0.00560912991587, louis_brandeis:0.00502034262869, salmon_p._chase:0.00499264343883, samuel_gompers:0.00498840447116, manifest_destiny:0.00462317495403, muhammad_ali_jinnah:0.00410860812102, john_adams:0.00395823935247, stephen_a._douglas:0.00282175933076, lateran_treaty:0.00277847363947, labour_party_(uk):0.00273017058542",mapp_v._ohio,0,"charles_evans_hughes:5.03163689658, schenck_v._united_states:5.00447155416, louis_brandeis:4.251191427, john_marshall:3.57516842587, woodrow_wilson:2.69267126618, earl_warren:2.52644672017, daniel_webster:2.52504337845, william_howard_taft:2.46076409081, roger_b._taney:2.38564044248, benjamin_harrison:2.36968404277, clarence_darrow:2.04152432131, henry_the_navigator:2.00899062863, benjamin_disraeli:2.00899062863, manifest_destiny:1.9511654148, warren_g._harding:1.94673112462, plessy_v._ferguson:1.94478820265, muhammad_ali_jinnah:1.90438445581, stephen_a._douglas:1.82649976526, magna_carta:1.81674013471, alexander_hamilton:1.8037037425",history
